time,latitude,longitude,step,surface,valid_time,t2m,sp,u10,v10,d2m,tp,e,lai_lv,lai_hv,sshf,slhf,ssrd,strd,ssr,str,date,is_fire_day
2006-02-01,59.0,-111.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.79675,96946.0,-2.2398376,1.5355911,257.4232,8.323342e-05,1.73226e-06,0.0,1.0904541,2220144.0,4908.0,0.0,9025661.0,0.0,-1544271.0,2006-02-01,0
2006-02-01,59.0,-111.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.91003,96667.0,-2.7583923,1.2445755,257.49545,0.0002049014,-1.9267201e-05,0.0,1.1662598,1977636.0,-54612.0,0.0,9054169.0,0.0,-1397553.0,2006-02-01,0
2006-02-01,59.0,-110.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,256.06433,97209.0,-4.0289,1.0707474,253.95248,0.00032437145,3.1973235e-05,0.0,0.0,759648.0,90626.0,0.0,8961157.0,0.0,-845419.0,2006-02-01,0
2006-02-01,59.0,-110.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,257.12683,97066.0,-4.1094666,1.0497513,254.87045,0.00032934843,1.911819e-05,0.0,0.31140137,1232004.0,54190.0,0.0,8888615.0,0.0,-1111392.0,2006-02-01,0
2006-02-01,58.5,-120.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,258.0995,93527.0,-1.7642517,0.04535675,256.58334,1.0609626e-06,8.300319e-05,0.0,1.3251953,1522688.0,209220.0,4076.0,8686951.0,2642.0,-2467485.0,2006-02-01,0
2006-02-01,58.5,-119.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.71667,92262.0,-1.7989197,0.61322784,258.18295,9.268521e-07,0.00013169646,0.0,1.3421631,1780076.0,331004.0,2746.0,8800933.0,1782.0,-2584529.0,2006-02-01,0
2006-02-01,58.5,-119.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,258.40613,92919.0,-1.6036072,0.9418411,256.69467,2.1338462e-06,8.8363886e-05,0.0,1.2860107,1657088.0,221522.0,1800.0,8890777.0,1168.0,-2391347.0,2006-02-01,0
2006-02-01,58.5,-118.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,258.13464,94054.0,-1.464447,1.4057083,256.43295,8.377433e-06,7.781945e-05,0.0,1.2860107,1467492.0,194428.0,982.0,9044071.0,636.0,-2145589.0,2006-02-01,0
2006-02-01,58.5,-118.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,258.26746,93930.0,-1.7725525,1.0702591,256.5013,1.3406575e-05,5.786959e-05,0.0,1.2547607,1312792.0,143562.0,458.0,9199941.0,298.0,-1876432.0,2006-02-01,0
2006-02-01,58.5,-117.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,257.61902,94431.0,-1.948822,0.5287552,255.73764,1.6774236e-05,3.2992102e-05,0.0,1.3114014,1165508.0,80104.0,136.0,9229403.0,90.0,-1637778.0,2006-02-01,0
2006-02-01,58.5,-117.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,257.66785,95107.0,-2.211029,0.3881302,255.87045,1.9538402e-05,4.5632012e-05,2.3997803,2.630371,1214424.0,119650.0,38.0,8983909.0,22.0,-1725880.0,2006-02-01,0
2006-02-01,58.5,-116.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.18542,95163.0,-2.7818298,0.38422394,257.40366,1.3846159e-05,4.2388216e-05,2.2878418,2.5773926,1771512.0,110094.0,0.0,8698201.0,0.0,-2113692.0,2006-02-01,0
2006-02-01,58.5,-116.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,259.50183,95078.0,-2.6143494,-0.18560028,257.67905,7.0065257e-06,6.954465e-05,2.3242188,2.269287,1834300.0,180618.0,0.0,8506279.0,0.0,-2271258.0,2006-02-01,0
2006-02-01,58.5,-115.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,258.87488,95272.0,-2.4380798,-0.5972214,257.0482,4.5552847e-06,3.794674e-05,0.44458008,1.3654785,1968296.0,91446.0,0.0,8427499.0,0.0,-2331504.0,2006-02-01,0
2006-02-01,58.5,-115.0,0 days 12:00:00,0.0,2006-02-01 12:00:00,257.0194,95728.0,-1.5498962,-1.1763229,254.89389,5.6207177e-06,2.1588989e-05,0.0,1.2866211,1636008.0,48992.0,0.0,8390655.0,0.0,-2105908.0,2006-02-01,0
2006-02-01,58.5,-114.5,0 days 12:00:00,0.0,2006-02-01 12:00:00,255.21864,95961.0,-0.8663025,-1.5845261,252.97592,5.3375957e-06,1.999829e-05,0.59606934,1.3585205,1143788.0,48872.0,0.0,8424693.0,0.0,-1832030.0,2006-02-01,0
