fid,date_group,local_striketime,gmt_striketime,mst_striketime,latitude,longitude,strength,multiplicity
394,2023/04/25 00:00:00,2023/04/25 15:23:19,2023/04/25 21:23:19,2023/04/25 14:23:19,59.0777,-113.4653,14,0
395,2023/04/25 00:00:00,2023/04/25 15:23:28,2023/04/25 21:23:28,2023/04/25 14:23:28,59.0042,-113.2708,-27,1
396,2023/04/25 00:00:00,2023/04/25 15:24:47,2023/04/25 21:24:47,2023/04/25 14:24:47,59.0585,-113.3083,10,0
397,2023/04/25 00:00:00,2023/04/25 15:27:57,2023/04/25 21:27:57,2023/04/25 14:27:57,59.0613,-113.4415,78,1
398,2023/04/25 00:00:00,2023/04/25 15:28:52,2023/04/25 21:28:52,2023/04/25 14:28:52,59.0118,-113.2575,-278,1
399,2023/04/25 00:00:00,2023/04/25 15:29:34,2023/04/25 21:29:34,2023/04/25 14:29:34,59.0736,-113.4376,11,0
400,2023/04/25 00:00:00,2023/04/25 15:31:18,2023/04/25 21:31:18,2023/04/25 14:31:18,59.0709,-113.4455,25,1
401,2023/04/25 00:00:00,2023/04/25 15:32:34,2023/04/25 21:32:34,2023/04/25 14:32:34,59.1019,-113.3707,-11,1
402,2023/04/25 00:00:00,2023/04/25 15:33:54,2023/04/25 21:33:54,2023/04/25 14:33:54,59.0726,-113.4594,47,1
403,2023/04/25 00:00:00,2023/04/25 15:34:57,2023/04/25 21:34:57,2023/04/25 14:34:57,59.0784,-113.4984,30,1
404,2023/04/25 00:00:00,2023/04/25 15:37:25,2023/04/25 21:37:25,2023/04/25 14:37:25,59.1208,-113.4603,11,0
405,2023/04/25 00:00:00,2023/04/25 15:38:15,2023/04/25 21:38:15,2023/04/25 14:38:15,59.0837,-113.3842,7,0
406,2023/04/25 00:00:00,2023/04/25 15:40:05,2023/04/25 21:40:05,2023/04/25 14:40:05,59.0995,-113.4802,19,1
407,2023/04/25 00:00:00,2023/04/25 15:40:26,2023/04/25 21:40:26,2023/04/25 14:40:26,59.121,-113.1271,11,1
408,2023/04/25 00:00:00,2023/04/25 15:40:26,2023/04/25 21:40:26,2023/04/25 14:40:26,59.1075,-113.0748,102,1
409,2023/04/25 00:00:00,2023/04/25 15:42:17,2023/04/25 21:42:17,2023/04/25 14:42:17,59.2447,-113.4369,6,0
410,2023/04/25 00:00:00,2023/04/25 15:42:53,2023/04/25 21:42:53,2023/04/25 14:42:53,59.1042,-113.114,33,3
411,2023/04/25 00:00:00,2023/04/25 15:44:16,2023/04/25 21:44:16,2023/04/25 14:44:16,59.2262,-113.3909,21,1
412,2023/04/25 00:00:00,2023/04/25 15:45:34,2023/04/25 21:45:34,2023/04/25 14:45:34,59.1222,-113.119,-26,1
413,2023/04/25 00:00:00,2023/04/25 15:45:34,2023/04/25 21:45:34,2023/04/25 14:45:34,59.0886,-113.2094,71,1
414,2023/04/25 00:00:00,2023/04/25 15:46:58,2023/04/25 21:46:58,2023/04/25 14:46:58,59.1386,-113.3931,20,1
415,2023/04/25 00:00:00,2023/04/25 15:48:56,2023/04/25 21:48:56,2023/04/25 14:48:56,59.2286,-113.4164,21,0
416,2023/04/25 00:00:00,2023/04/25 15:50:40,2023/04/25 21:50:40,2023/04/25 14:50:40,59.1972,-113.1524,191,3
417,2023/04/25 00:00:00,2023/04/25 15:53:55,2023/04/25 21:53:55,2023/04/25 14:53:55,59.2975,-113.4826,9,0
418,2023/04/25 00:00:00,2023/04/25 15:53:55,2023/04/25 21:53:55,2023/04/25 14:53:55,59.1237,-113.1577,-6,1
419,2023/04/25 00:00:00,2023/04/25 15:53:55,2023/04/25 21:53:55,2023/04/25 14:53:55,59.1204,-113.2347,51,1
420,2023/04/25 00:00:00,2023/04/25 15:59:11,2023/04/25 21:59:11,2023/04/25 14:59:11,54.635,-110.15,-18,0
421,2023/04/25 00:00:00,2023/04/25 16:00:01,2023/04/25 22:00:01,2023/04/25 15:00:01,58.8681,-114.0087,-5,1
